"Gruppe";"KommuneNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - Socialdemokratiet";"FV2015 - Radikale Venstre";"FV2015 - Konservative Folkeparti";"FV2015 - Socialistisk Folkeparti";"FV2015 - Centrum-Demokraterne";"FV2015 - Kristendemokraterne";"FV2015 - Liberal Alliance";"FV2015 - Dansk Folkeparti";"FV2015 - Kristeligt Folkeparti";"FV2015 - Minoritetspartiet";"FV2015 - Venstre";"FV2015 - Ny Alliance";"FV2015 - Fremskridtspartiet";"FV2015 - Enhedslisten";"FV2015 - Alternativet";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Stram Kurs";"FV2015 - Klaus Riskær Pedersen";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - Socialdemokratiet";"FV2011 - Radikale Venstre";"FV2011 - Konservative Folkeparti";"FV2011 - Socialistisk Folkeparti";"FV2011 - Centrum-Demokraterne";"FV2011 - Kristendemokraterne";"FV2011 - Liberal Alliance";"FV2011 - Dansk Folkeparti";"FV2011 - Kristeligt Folkeparti";"FV2011 - Minoritetspartiet";"FV2011 - Venstre";"FV2011 - Ny Alliance";"FV2011 - Fremskridtspartiet";"FV2011 - Enhedslisten";"FV2011 - Alternativet";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Stram Kurs";"FV2011 - Klaus Riskær Pedersen";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - Socialdemokratiet";"FV2007 - Radikale Venstre";"FV2007 - Konservative Folkeparti";"FV2007 - Socialistisk Folkeparti";"FV2007 - Centrum-Demokraterne";"FV2007 - Kristendemokraterne";"FV2007 - Liberal Alliance";"FV2007 - Dansk Folkeparti";"FV2007 - Kristeligt Folkeparti";"FV2007 - Minoritetspartiet";"FV2007 - Venstre";"FV2007 - Ny Alliance";"FV2007 - Fremskridtspartiet";"FV2007 - Enhedslisten";"FV2007 - Alternativet";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Stram Kurs";"FV2007 - Klaus Riskær Pedersen";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - Socialdemokratiet";"FV2001 - Radikale Venstre";"FV2001 - Konservative Folkeparti";"FV2001 - Socialistisk Folkeparti";"FV2001 - Centrum-Demokraterne";"FV2001 - Kristendemokraterne";"FV2001 - Liberal Alliance";"FV2001 - Dansk Folkeparti";"FV2001 - Kristeligt Folkeparti";"FV2001 - Minoritetspartiet";"FV2001 - Venstre";"FV2001 - Ny Alliance";"FV2001 - Fremskridtspartiet";"FV2001 - Enhedslisten";"FV2001 - Alternativet";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Stram Kurs";"FV2001 - Klaus Riskær Pedersen";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - Socialdemokratiet";"FV2005 - Radikale Venstre";"FV2005 - Konservative Folkeparti";"FV2005 - Socialistisk Folkeparti";"FV2005 - Centrum-Demokraterne";"FV2005 - Kristendemokraterne";"FV2005 - Liberal Alliance";"FV2005 - Dansk Folkeparti";"FV2005 - Kristeligt Folkeparti";"FV2005 - Minoritetspartiet";"FV2005 - Venstre";"FV2005 - Ny Alliance";"FV2005 - Fremskridtspartiet";"FV2005 - Enhedslisten";"FV2005 - Alternativet";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Stram Kurs";"FV2005 - Klaus Riskær Pedersen";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - Socialdemokratiet";"FV2019 - Radikale Venstre";"FV2019 - Konservative Folkeparti";"FV2019 - Socialistisk Folkeparti";"FV2019 - Centrum-Demokraterne";"FV2019 - Kristendemokraterne";"FV2019 - Liberal Alliance";"FV2019 - Dansk Folkeparti";"FV2019 - Kristeligt Folkeparti";"FV2019 - Minoritetspartiet";"FV2019 - Venstre";"FV2019 - Ny Alliance";"FV2019 - Fremskridtspartiet";"FV2019 - Enhedslisten";"FV2019 - Alternativet";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Stram Kurs";"FV2019 - Klaus Riskær Pedersen";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne"
"420009";"420";"30895";"26923";"254";"89";"26580";"7657";"680";"836";"939";"-";"115";"1626";"6617";"-";"-";"5379";"-";"-";"1806";"925";"-";"-";"-";"-";"-";"-";"-";"-";"31003";"27405";"224";"81";"27100";"7841";"1935";"1291";"2509";"-";"139";"1135";"3634";"-";"-";"7191";"-";"-";"1419";"-";"2";"4";"-";"-";"-";"-";"-";"-";"31094";"26969";"142";"84";"26743";"7198";"1160";"3517";"3136";"-";"112";"-";"4236";"-";"-";"6430";"649";"-";"302";"-";"3";"-";"-";"-";"-";"-";"-";"-";"30668";"26903";"273";"76";"26554";"7699";"1162";"3798";"1335";"337";"-";"-";"3427";"443";"-";"7803";"-";"153";"397";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30559";"26145";"192";"41";"25912";"7389";"1800";"3929";"1206";"199";"288";"-";"3565";"-";"53";"6908";"-";"-";"575";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30849";"26299";"260";"79";"25960";"8152";"1156";"1428";"1564";"572";"327";"365";"2956";"-";"-";"6767";"-";"-";"1287";"574";"-";"-";"-";"594";"218";"-";"-";"-"
"430008";"430";"38722";"33503";"320";"89";"33094";"9020";"974";"976";"1365";"-";"120";"1800";"7747";"-";"-";"7417";"-";"-";"2349";"1326";"-";"-";"-";"-";"-";"-";"-";"-";"38922";"34264";"266";"106";"33892";"9115";"2809";"1440";"3215";"-";"151";"1284";"4329";"-";"-";"9771";"-";"-";"1761";"-";"6";"11";"-";"-";"-";"-";"-";"-";"38941";"34046";"209";"83";"33754";"8357";"1750";"3908";"4317";"-";"116";"-";"5050";"-";"-";"8947";"811";"-";"489";"-";"9";"-";"-";"-";"-";"-";"-";"-";"38275";"33841";"361";"75";"33405";"9099";"1581";"4599";"2034";"482";"-";"-";"3985";"529";"-";"10270";"-";"194";"632";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38331";"32779";"247";"62";"32470";"8107";"2712";"4348";"1828";"326";"350";"-";"4291";"-";"87";"9539";"-";"-";"882";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39070";"33013";"310";"78";"32625";"9667";"1799";"1744";"2057";"639";"370";"440";"3471";"-";"-";"8850";"-";"-";"1826";"854";"-";"-";"-";"628";"280";"-";"-";"-"
"440004";"440";"18047";"15746";"132";"47";"15567";"5183";"304";"517";"730";"-";"66";"819";"3713";"-";"-";"2795";"-";"-";"991";"449";"-";"-";"-";"-";"-";"-";"-";"-";"17844";"16025";"109";"61";"15855";"5002";"1057";"753";"1719";"-";"61";"634";"2122";"-";"-";"3740";"-";"-";"759";"-";"1";"7";"-";"-";"-";"-";"-";"-";"17562";"15613";"92";"32";"15489";"4397";"618";"2004";"2083";"-";"55";"-";"2482";"-";"-";"3367";"307";"-";"172";"-";"4";"-";"-";"-";"-";"-";"-";"-";"17172";"15406";"134";"29";"15243";"5018";"613";"2142";"945";"176";"-";"-";"1861";"192";"-";"3917";"-";"107";"272";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17133";"15023";"92";"21";"14910";"4747";"952";"2115";"907";"119";"154";"-";"2165";"-";"25";"3378";"-";"-";"348";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18054";"15452";"131";"54";"15267";"5422";"709";"1244";"839";"297";"172";"218";"1594";"-";"-";"3256";"-";"-";"773";"263";"-";"-";"-";"357";"123";"-";"-";"-"
"450002";"450";"24119";"20785";"185";"79";"20521";"6868";"455";"524";"705";"-";"63";"1053";"4894";"-";"-";"3892";"-";"-";"1414";"653";"-";"-";"-";"-";"-";"-";"-";"-";"23901";"21057";"155";"98";"20804";"6386";"1401";"798";"2080";"-";"64";"792";"2846";"-";"-";"5280";"-";"-";"1112";"-";"5";"40";"-";"-";"-";"-";"-";"-";"23794";"20582";"115";"38";"20429";"5789";"793";"2184";"2678";"-";"52";"-";"3227";"-";"-";"5033";"404";"-";"260";"-";"9";"-";"-";"-";"-";"-";"-";"-";"22892";"19947";"190";"59";"19698";"6301";"760";"2403";"1167";"232";"-";"-";"2588";"215";"-";"5555";"-";"147";"330";"-";"-";"-";"-";"-";"-";"-";"-";"-";"23376";"19595";"149";"41";"19405";"5908";"1378";"2369";"1059";"171";"139";"-";"2818";"-";"56";"5053";"-";"-";"454";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24359";"20541";"193";"69";"20279";"6964";"1004";"1063";"1128";"467";"167";"300";"1957";"-";"-";"5105";"-";"-";"1138";"443";"-";"-";"-";"386";"157";"-";"-";"-"
"461019";"461";"146111";"124213";"1383";"573";"122257";"35434";"5462";"4505";"6353";"-";"579";"9727";"22542";"-";"-";"19000";"-";"-";"12257";"6398";"-";"-";"-";"-";"-";"-";"-";"-";"141315";"122797";"923";"491";"121383";"35280";"11993";"7125";"13555";"-";"492";"5471";"13210";"-";"-";"25522";"-";"-";"8686";"-";"30";"19";"-";"-";"-";"-";"-";"-";"138827";"118978";"549";"273";"118156";"33157";"6704";"18066";"18956";"-";"519";"-";"15778";"-";"-";"19255";"3162";"-";"2539";"-";"20";"-";"-";"-";"-";"-";"-";"-";"138713";"117251";"754";"245";"116252";"38091";"5773";"21015";"8507";"1886";"-";"-";"12609";"1744";"-";"23247";"-";"476";"2904";"-";"-";"-";"-";"-";"-";"-";"-";"-";"139195";"115750";"712";"252";"114786";"35521";"11133";"19273";"8023";"1179";"1146";"-";"13778";"-";"279";"20512";"-";"-";"3942";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150646";"126988";"1288";"484";"125216";"35310";"12926";"8051";"9631";"2121";"1419";"3132";"8786";"-";"-";"25955";"-";"-";"9933";"4707";"-";"-";"-";"2221";"1024";"-";"-";"-"
"479005";"479";"44421";"38238";"401";"101";"37736";"9964";"1207";"1269";"1636";"-";"131";"2145";"8412";"-";"-";"6254";"-";"-";"4173";"2545";"-";"-";"-";"-";"-";"-";"-";"-";"44581";"39404";"277";"121";"39006";"10482";"3468";"1851";"4513";"-";"183";"1499";"4594";"-";"-";"9039";"-";"-";"3355";"-";"8";"14";"-";"-";"-";"-";"-";"-";"44390";"38640";"199";"79";"38362";"9809";"2090";"4203";"5803";"-";"145";"-";"5609";"-";"-";"8761";"911";"-";"1018";"-";"13";"-";"-";"-";"-";"-";"-";"-";"43730";"38270";"318";"103";"37849";"11020";"1891";"3973";"3183";"553";"-";"-";"4485";"526";"-";"10928";"-";"203";"1087";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44005";"37427";"261";"94";"37072";"9622";"3383";"4945";"2582";"370";"347";"-";"4993";"-";"119";"9152";"-";"-";"1559";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44778";"38005";"393";"106";"37506";"11358";"2432";"2107";"2499";"718";"386";"585";"3233";"-";"-";"8053";"-";"-";"3596";"1562";"-";"-";"-";"651";"326";"-";"-";"-"
"480008";"480";"21840";"19040";"157";"41";"18842";"5464";"367";"646";"601";"-";"63";"1038";"4951";"-";"-";"4229";"-";"-";"1027";"456";"-";"-";"-";"-";"-";"-";"-";"-";"22011";"19319";"149";"63";"19107";"5169";"1028";"873";"1954";"-";"56";"770";"2894";"-";"-";"5615";"-";"-";"742";"-";"4";"2";"-";"-";"-";"-";"-";"-";"21894";"19086";"111";"33";"18942";"4852";"682";"2760";"1997";"-";"45";"-";"3240";"-";"-";"4837";"369";"-";"156";"-";"4";"-";"-";"-";"-";"-";"-";"-";"21426";"19092";"153";"38";"18901";"5613";"650";"3057";"726";"215";"-";"-";"2511";"226";"-";"5568";"-";"136";"199";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21485";"18507";"110";"23";"18374";"5261";"1053";"3024";"774";"126";"130";"-";"2769";"-";"26";"4888";"-";"-";"323";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22234";"18821";"164";"55";"18602";"5932";"653";"1091";"1056";"433";"175";"263";"2127";"-";"-";"5354";"-";"-";"662";"265";"-";"-";"-";"463";"128";"-";"-";"-"
"482007";"482";"10245";"8697";"95";"41";"8561";"2246";"152";"169";"328";"-";"28";"271";"2309";"-";"-";"1912";"-";"-";"780";"366";"-";"-";"-";"-";"-";"-";"-";"-";"10679";"9144";"58";"29";"9057";"2567";"596";"358";"916";"-";"45";"268";"1388";"-";"-";"2224";"-";"-";"688";"-";"5";"2";"-";"-";"-";"-";"-";"-";"10998";"9334";"68";"26";"9240";"2298";"402";"883";"1170";"-";"32";"-";"1763";"-";"-";"2286";"194";"-";"211";"-";"1";"-";"-";"-";"-";"-";"-";"-";"11359";"9790";"121";"23";"9646";"2810";"502";"945";"603";"124";"-";"-";"1392";"120";"-";"2884";"-";"71";"195";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11236";"9298";"83";"36";"9179";"2451";"700";"966";"475";"57";"62";"-";"1581";"-";"31";"2519";"-";"-";"337";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10129";"8291";"65";"19";"8207";"2789";"324";"591";"488";"144";"73";"53";"854";"-";"-";"1926";"-";"-";"538";"207";"-";"-";"-";"159";"61";"-";"-";"-"
"492001";"492";"5088";"4315";"31";"17";"4267";"965";"67";"614";"128";"-";"16";"155";"944";"-";"-";"794";"-";"-";"361";"223";"-";"-";"-";"-";"-";"-";"-";"-";"5325";"4668";"32";"21";"4615";"1113";"287";"404";"371";"-";"29";"121";"676";"-";"-";"1304";"-";"-";"309";"-";"0";"1";"-";"-";"-";"-";"-";"-";"5434";"4629";"17";"10";"4602";"1176";"157";"748";"474";"-";"18";"-";"721";"-";"-";"1158";"81";"-";"69";"-";"0";"-";"-";"-";"-";"-";"-";"-";"5728";"4874";"28";"9";"4837";"1401";"104";"798";"240";"264";"-";"-";"577";"76";"-";"1277";"-";"29";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5578";"4580";"11";"9";"4560";"1315";"203";"866";"217";"68";"50";"-";"613";"-";"8";"1112";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4895";"4060";"31";"9";"4020";"1030";"195";"380";"228";"57";"52";"29";"411";"-";"-";"1065";"-";"-";"369";"132";"-";"-";"-";"39";"33";"-";"-";"-"
"510032";"510";"41764";"35927";"333";"127";"35467";"8621";"979";"788";"920";"-";"502";"2494";"10030";"-";"-";"8465";"-";"-";"1783";"885";"-";"-";"-";"-";"-";"-";"-";"-";"41621";"36208";"273";"109";"35826";"8652";"2206";"1340";"3004";"-";"480";"1810";"4949";"-";"-";"11973";"-";"-";"1397";"-";"5";"10";"-";"-";"-";"-";"-";"-";"41894";"36050";"190";"104";"35756";"8319";"1025";"2568";"4044";"-";"418";"-";"5654";"-";"-";"12798";"679";"-";"251";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42103,13";"36964,85";"326,00";"116,41";"36522,44";"10008,15";"1092,63";"2951,04";"1562,14";"447,06";"-";"-";"4832,24";"1081,54";"-";"13918,82";"-";"294,26";"334,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45588,94";"38357,47";"259,76";"113,57";"37984,14";"9216,31";"2122,94";"2940,57";"1868,98";"316,69";"977";"-";"5842,98";"-";"74,94";"14074,59";"-";"-";"549,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41541";"34638";"355";"112";"34171";"9357";"1660";"1534";"1614";"1786";"852";"627";"4213";"-";"-";"9611";"-";"-";"1495";"495";"24";"-";"-";"663";"240";"-";"-";"-"
"530005";"530";"19047";"16515";"100";"40";"16375";"3172";"365";"277";"356";"-";"287";"1104";"5306";"-";"-";"4704";"-";"-";"522";"282";"-";"-";"-";"-";"-";"-";"-";"-";"19082";"16759";"112";"50";"16597";"3346";"854";"524";"829";"-";"317";"741";"2846";"-";"-";"6746";"-";"-";"386";"-";"3";"5";"-";"-";"-";"-";"-";"-";"19003";"16373";"83";"52";"16238";"3013";"474";"1252";"1265";"-";"307";"-";"2630";"-";"-";"6916";"302";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19087";"16702";"87";"30";"16585";"4149";"405";"950";"298";"189";"-";"-";"2064";"634";"-";"7706";"-";"112";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19086";"16122";"89";"33";"16000";"3099";"714";"1020";"426";"228";"624";"-";"2402";"-";"22";"7330";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18876";"15804";"145";"40";"15619";"3688";"757";"603";"482";"498";"535";"290";"2328";"-";"-";"5565";"-";"-";"372";"167";"8";"-";"-";"228";"98";"-";"-";"-"
"540006";"540";"54930";"47005";"422";"187";"46396";"11728";"1983";"818";"1129";"-";"240";"3357";"14124";"-";"-";"9994";"-";"-";"1981";"1042";"-";"-";"-";"-";"-";"-";"-";"-";"55474";"48028";"337";"182";"47509";"13017";"2790";"2416";"3374";"-";"251";"2077";"7329";"-";"-";"14770";"-";"-";"1467";"-";"6";"12";"-";"-";"-";"-";"-";"-";"56020";"48552,00";"242";"138";"48172";"12353";"1464";"3442";"4572";"-";"250";"-";"8746";"-";"-";"16128";"870";"-";"347";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56187";"49383";"446";"130";"48807";"15128";"1781";"3759";"1837";"605";"-";"-";"7555";"870";"-";"16394";"-";"443";"435";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56201";"47572";"328";"114";"47130";"12991";"2715";"3777";"1727";"363";"675";"-";"8030";"-";"102";"16032";"-";"-";"718";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54724";"45466";"420";"170";"44876";"13470";"2572";"2049";"1897";"2151";"574";"739";"5511";"-";"-";"12521";"-";"-";"1440";"671";"82";"-";"-";"918";"281";"-";"-";"-"
"550025";"550";"28310";"23963";"200";"103";"23660";"5038";"614";"478";"560";"-";"397";"1727";"6958";"-";"-";"6313";"-";"-";"1087";"488";"-";"-";"-";"-";"-";"-";"-";"-";"29046";"24815";"211";"98";"24506";"5967";"1313";"887";"1691";"-";"446";"1162";"3374";"-";"-";"8948";"-";"-";"708";"-";"6";"4";"-";"-";"-";"-";"-";"-";"29598";"24919";"142";"71";"24706";"5443";"736";"1913";"2196";"-";"332";"-";"3799";"-";"-";"9733";"388";"-";"166";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30604";"26487,13";"350,93";"76,47";"26059,73";"6319,27";"798,73";"1877,33";"864,73";"360,93";"-";"-";"3015";"873,53";"-";"11284,47";"-";"408,27";"257,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30103";"24951";"205";"69";"24677";"5482";"1290";"1760";"836";"267";"783";"-";"3441";"-";"65";"10363";"-";"-";"390";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27690";"22444";"236";"103";"22105";"5413";"799";"972";"1201";"999";"654";"376";"2889";"-";"-";"7318";"-";"-";"666";"245";"11";"-";"-";"424";"138";"-";"-";"-"
"561023";"561";"85858";"72175";"657";"265";"71253";"18399";"1929";"1411";"2475";"-";"575";"4975";"18830";"-";"-";"15693";"-";"-";"5175";"1791";"-";"-";"-";"-";"-";"-";"-";"-";"85155";"73627";"479";"274";"72874";"19588";"4579";"2179";"6424";"-";"528";"3109";"9562";"-";"-";"23083";"-";"-";"3796";"-";"14";"12";"-";"-";"-";"-";"-";"-";"84396";"71961";"385";"216";"71360";"19645";"2191";"5035";"9055";"-";"487";"-";"10507";"-";"-";"22537";"1175";"-";"728";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84918,29";"73156,38";"497,97";"198,19";"72460,22";"24130,30";"1964,29";"3699,35";"3528,70";"814,16";"-";"-";"8800,18";"1403,29";"-";"26677,24";"-";"423,94";"1018,76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84088";"69551";"421";"204";"68926";"20077";"3927";"4506";"3978";"626";"1196";"-";"9796";"-";"158";"23226";"-";"-";"1436";"-";"-";"-";"-";"-";"-";"-";"-";"-";"85893";"70574";"666";"226";"69682";"20123";"3758";"3431";"3938";"2797";"1129";"1471";"7930";"-";"-";"18133";"-";"-";"3786";"1229";"34";"-";"-";"1380";"543";"-";"-";"-"
"563002";"563";"2535";"2273";"25";"4";"2244";"608";"71";"77";"116";"-";"7";"139";"448";"-";"-";"425";"-";"-";"230";"123";"-";"-";"-";"-";"-";"-";"-";"-";"2486";"2261";"16";"8";"2237";"465";"191";"94";"237";"-";"8";"109";"292";"-";"-";"666";"-";"-";"172";"-";"3";"0";"-";"-";"-";"-";"-";"-";"2465";"2236";"16";"7";"2213";"515";"92";"185";"377";"-";"13";"-";"310";"-";"-";"617";"58";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2447";"2204";"23";"2";"2179";"561";"78";"252";"174";"22";"-";"-";"226";"30";"-";"750";"-";"12";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2432";"2126";"17";"4";"2105";"482";"181";"189";"193";"14";"30";"-";"272";"-";"6";"639";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2635";"2332";"17";"4";"2311";"575";"172";"186";"189";"35";"25";"34";"201";"-";"-";"512";"-";"-";"241";"93";"0";"-";"-";"20";"28";"-";"-";"-"
"573022";"573";"36750";"31929";"275";"109";"31545";"5907";"753";"510";"721";"-";"467";"2103";"8996";"-";"-";"10327";"-";"-";"1153";"608";"-";"-";"-";"-";"-";"-";"-";"-";"36603";"32098";"226";"101";"31771";"5985";"1937";"961";"1871";"-";"551";"1430";"4525";"-";"-";"13630";"-";"-";"878";"-";"1";"2";"-";"-";"-";"-";"-";"-";"36390";"31640";"161";"57";"31422";"5765";"1106";"2261";"2401";"-";"421";"-";"4410";"-";"-";"14405";"482";"-";"171";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36322,71";"32238,62";"290,03";"71,81";"31876,78";"6946,70";"968,71";"2041,65";"928,30";"332,84";"-";"-";"3781,82";"1059,71";"-";"15420,76";"-";"218,06";"178,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36838";"31366";"215";"81";"31070";"5688";"1676";"2544";"933";"264";"896";"-";"4175";"-";"49";"14525";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36589";"30797";"286";"67";"30444";"6813";"1373";"1343";"1198";"1191";"904";"789";"4050";"-";"-";"10684";"-";"-";"888";"380";"16";"-";"-";"570";"245";"-";"-";"-"
"575006";"575";"30835";"26779";"226";"75";"26478";"5923";"548";"619";"673";"-";"219";"1961";"7556";"-";"-";"7439";"-";"-";"1028";"512";"-";"-";"-";"-";"-";"-";"-";"-";"30989";"27087";"211";"73";"26803";"6141";"1571";"1035";"1758";"-";"203";"1456";"3796";"-";"-";"10116";"-";"-";"712";"-";"13";"2";"-";"-";"-";"-";"-";"-";"30732";"26360";"177";"64";"26119";"5634";"850";"2101";"2393";"-";"194";"-";"3923";"-";"-";"10394";"493";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30095";"26479";"239";"69";"26171";"6873";"786";"1597";"767";"310";"-";"-";"3090";"592";"-";"11765";"-";"185";"206";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30229";"25472";"149";"60";"25263";"5536";"1475";"1865";"909";"205";"496";"-";"3523";"-";"67";"10838";"-";"-";"349";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30691";"25736";"213";"75";"25448";"6668";"1043";"1298";"1029";"1319";"474";"537";"3282";"-";"-";"8049";"-";"-";"825";"306";"12";"-";"-";"425";"181";"-";"-";"-"
"580007";"580";"42572";"36232";"274";"134";"35824";"7857";"1175";"639";"823";"-";"354";"2503";"11392";"-";"-";"8773";"-";"-";"1608";"700";"-";"-";"-";"-";"-";"-";"-";"-";"43047";"36940";"263";"137";"36540";"9088";"2092";"1259";"2188";"-";"367";"1538";"5711";"-";"-";"13144";"-";"-";"1142";"-";"4";"7";"-";"-";"-";"-";"-";"-";"43224";"36949";"162";"117";"36670";"8395";"1081";"3037";"3101";"-";"307";"-";"6282";"-";"-";"13637";"594";"-";"236";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43415";"37825";"485";"120";"37220";"9899";"1300";"2725";"1235";"504";"-";"-";"5535";"876";"-";"14484";"-";"329";"333";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43418";"36163";"233";"102";"35828";"8594";"1850";"2991";"1411";"341";"708";"-";"5706";"-";"78";"13629";"-";"-";"520";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42395";"34728";"290";"101";"34337";"8858";"1655";"1403";"1449";"1593";"678";"525";"5076";"-";"-";"10666";"-";"-";"1092";"401";"20";"-";"-";"695";"226";"-";"-";"-"
"607001";"607";"37395";"31614";"299";"83";"31232";"8755";"789";"639";"1057";"-";"256";"2077";"9312";"-";"-";"5471";"-";"-";"1911";"965";"-";"-";"-";"-";"-";"-";"-";"-";"37139";"32351";"212";"86";"32053";"9753";"1978";"1242";"2530";"-";"281";"1395";"4858";"-";"-";"8570";"-";"-";"1436";"-";"5";"5";"-";"-";"-";"-";"-";"-";"36798";"31187";"147";"89";"30951";"8234";"961";"2868";"4291";"-";"279";"-";"5082";"-";"-";"8350";"614";"-";"272";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36347";"31198";"241";"124";"30833";"10460";"1018";"2413";"1832";"364";"-";"-";"4346";"684";"-";"9139";"-";"194";"373";"-";"10";"-";"-";"-";"-";"-";"-";"-";"36744";"30221";"157";"84";"29980";"8673";"1988";"2602";"1915";"223";"589";"-";"4656";"-";"61";"8558";"-";"-";"703";"-";"12";"-";"-";"-";"-";"-";"-";"-";"38030";"31236";"330";"116";"30790";"9432";"1785";"1774";"1762";"1105";"556";"617";"3891";"-";"-";"6675";"-";"-";"1691";"588";"17";"-";"-";"595";"302";"-";"-";"-"
